Function and Parameters;Data Segment
"1712068898788,GetRunTime,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000200000000000000000000000000000003000000
"1712068899293,SetRunTime,30226202,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000280000000200000000000000000000000000000003000000040000001a37cd01
"1712068899812,GetStartTime,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000300000000000000000000000000000003000000
"1712068900328,SetStartTime,92126033,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000002800000003000000000000000000000000000000030000000400000051bb7d05
"1712068900862,GetEstimateTime,1,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c237700000000280000000500000000000000000000000000000003000000
"1712068901373,SetEstimateTime,0,91400138,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f63686153657444617461000000000000000028000000040000000000000000000000000000000300000004000000caa77205
"1712068901880,GetServoMonitor,2,35,";47494f50010001004400000000000000e03700000100110004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712068902383,GetServoVersion,2,5,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712068902383,GetServoVersion,2,5,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c2377000000003b0000002b00000000000000020000000000000010000000
"1712068902896,GetServoDiagnosis,3,17,";47494f50010001004400000000000000e03700000135570104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712068902896,GetServoDiagnosis,3,17,";47494f50010001004400000000000000e03700000135570104000000010000000d0000006d6f6368614765744461746100000000000000003b0000003400000000000000040000000000000003000000
"1712068903412,GetPowerVersion,2,0,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000400000000100000000000000020000000000000010000000
"1712068903920,GetPowerDiagnosis,2,12,";47494f50010001004400000000000000e03700000100110004000000010000000d0000006d6f63686147657444617461003c237700000000400000000600000000000000020000000000000003000000
"1712068904430,GetSpindleMonitor,2,18,";47494f50010001004400000000000000e03700000136570104000000010000000d0000006d6f6368614765744461746100000000000000003f0000000300000000000000000002000000000003000000
"1712068904934,GetSpindleVersion,2,2,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f6368614765744461746100000000000000003f0000001d00000000000000020000000000000010000000
"1712068905463,GetSpindleDiagnosis,1,11,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000003f0000001f00000000000000010000000000000003000000
"1712068905970,GetAbsPositionMonitor,1,9,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712068905970,GetAbsPositionMonitor,1,9,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f6368614765744461746100000000000000003b0000002200000000000000010000000000000002000000
"1712068906487,GetAuxAxisMonitor,3,9,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000410000000a00000000000000040000000000000003000000
"1712068907003,GetAuxAxisDiagnosis,2,3,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000410000004a00000000000000020000000000000010000000
"1712068907508,GetAuxAxisVersion,1,1,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000410000001400000000000000010000000000000010000000
"1712068908014,GetDowelTime,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000500000001000000000000000000000010000000
"1712068908518,GetInvalidStatus,";47494f50010001004400000000000000e037000001001e0004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000200000001000000000000000000000001000000
"1712068908518,GetInvalidStatus,";47494f50010001004400000000000000e037000001001c0004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000300000001000000000000000000000001000000
"1712068909026,GetCommandStatus,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f63686147657444617461000000000000000029000000cc00000001000000000000000000000001000000
"1712068909534,GetCuttingMode,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f63686147657444617461000000000000000029000000ce00000001000000000000000000000002000000
"1712068910051,GetAxisStatus,2,2,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f636861476574446174610000000000000000240000006700000001000000000000000000000002000000
"1712068910559,GetRunStatus,1,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c237700000000230000001500000001000000000000000000000003000000
"1712068911064,CommonVRead,608112,";47494f50010001004400000000000000e03700000100110004000000010000000d0000006d6f63686147657444617461003c23770000000006000000d007000001000000000000000000000005000000
"1712068912082,GetSize,1,";47494f50010001004400000000000000e03700000135570104000000010000000d0000006d6f636861476574446174610000000000000000020000000800000000000000000000000000000003000000
"1712068912599,GetName,517,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461000000000000000005000000d509000000000000000000000000000010000000
"1712068914125,GetMacroLevel,";47494f50010001004400000000000000e03700000137570104000000010000000d0000006d6f636861476574446174610000000000000000230000000100000001000000000000000000000001000000
"1712068915158,GetToolSetSize,";47494f50010001004400000000000000e03700000100110004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000002000000
"1712068915664,GetType,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c237700000000030000000100000001000000000000000000000001000000
"1712068916187,GetOffset,5,8,2,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712068916697,GetOffset2,646,680,56,";47494f50010001004400000000000000e03700000100040004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712068917207,SetOffset,943,13,37,7229.034182,64,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000030000000200000001000000000000000000000003000000
"1712068921284,GetToolLifeType2,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712068921284,GetToolLifeType2,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712068921284,GetToolLifeType2,";47494f50010001004400000000000000e03700000138570104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712068921805,SetToolLifeType2,1,";47494f50010001004900000000000000e03700000100010004000000010000000d0000006d6f63686153657444617461003c2377000000007e00000060000000000000000000000000000000010000000100000001
"1712068922827,ChangeToolLifeGroup,10,10,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712068922827,ChangeToolLifeGroup,10,10,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712068922827,ChangeToolLifeGroup,10,10,";47494f50010001004400000000000000e03700000100010004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712068922827,ChangeToolLifeGroup,10,10,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000120000001327000001000000000000000000000003000000040000000a000000
"1712068922827,ChangeToolLifeGroup,10,10,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712068923348,DeleteToolLifeGroup,3,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712068923348,DeleteToolLifeGroup,3,";47494f50010001004400000000000000e037000001001d0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712068923348,DeleteToolLifeGroup,3,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712068923348,DeleteToolLifeGroup,3,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000011270000010000000000000000000000030000000400000003000000
"1712068924382,ChangeToolLifeToolNo,7,7,7,";47494f50010001004400000000000000e03700000137570104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712068924382,ChangeToolLifeToolNo,7,7,7,";47494f50010001004400000000000000e03700000137570104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712068924382,ChangeToolLifeToolNo,7,7,7,";47494f50010001004400000000000000e03700000136570104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712068924382,ChangeToolLifeToolNo,7,7,7,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000013270000010000000000000000000000030000000400000007000000
"1712068924382,ChangeToolLifeToolNo,7,7,7,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712068924897,DeleteToolLifeToolNo,7,7,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712068924897,DeleteToolLifeToolNo,7,7,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712068924897,DeleteToolLifeToolNo,7,7,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
